name,year,team,position
Jerry Palmieri,1995,Jacksonville Jaguars,Strength And Conditioning
Jeff Hurd,1995,Jacksonville Jaguars,Assistant Strength And Conditioning
Marty Schottenheimer,1995,Kansas City Chiefs,Head Coach
Al Saunders,1995,Kansas City Chiefs,Assistant Head Coach/Wide Receivers
Mike McCarthy,1995,Kansas City Chiefs,Quarterbacks
Jimmy Raye,1995,Kansas City Chiefs,Running Backs
Jim Erkenbeck,1995,Kansas City Chiefs,Tight Ends/Offensive Assistant
Art Shell,1995,Kansas City Chiefs,Offensive Line
Jimmy Raye III,1995,Kansas City Chiefs,Offensive Quality Control
Carl Hairston,1995,Kansas City Chiefs,Defensive Line
John Bunting,1995,Kansas City Chiefs,Linebackers
Kurt Schottenheimer,1995,Kansas City Chiefs,Defensive Backs
Herman Edwards,1995,Kansas City Chiefs,Defensive Backs
Woodrow Lowe,1995,Kansas City Chiefs,Defensive Assistant/Special Teams/Assistant Special Teams
Darvin Wallis,1995,Kansas City Chiefs,Defensive Assistant/Quality Control
Mike Stock,1995,Kansas City Chiefs,Special Teams
Woodrow Lowe,1995,Kansas City Chiefs,Defensive Assistant/Special Teams/Assistant Special Teams
Dave Redding,1995,Kansas City Chiefs,Strength And Conditioning
Russ Ball,1995,Kansas City Chiefs,Assistant Strength And Conditioning
Dennis Green,1995,Minnesota Vikings,Head Coach
Ray Sherman,1995,Minnesota Vikings,Quarterbacks
Carl Hargrave,1995,Minnesota Vikings,Running Backs
Chip Myers,1995,Minnesota Vikings,Receivers
Chris Foerster,1995,Minnesota Vikings,Tight Ends/Assistant Offensive Line
Keith Rowen,1995,Minnesota Vikings,Offensive Line
John Levra,1995,Minnesota Vikings,Defensive Line
Foge Fazio,1995,Minnesota Vikings,Inside Linebackers
Trent Walters,1995,Minnesota Vikings,Outside Linebackers
Richard Solomon,1995,Minnesota Vikings,Defensive Backs
Gary Zauner,1995,Minnesota Vikings,Special Teams
Steve Wetzel,1995,Minnesota Vikings,Strength And Conditioning
Mark Asanovich,1995,Minnesota Vikings,Assistant Strength And Conditioning
Bill Parcells,1995,New England Patriots,Head Coach
Charlie Weis,1995,New England Patriots,Running Backs
Chris Palmer,1995,New England Patriots,Wide Receivers
Mike Pope,1995,New England Patriots,Tight Ends
Fred Hoaglin,1995,New England Patriots,Offensive Line
Maurice Carthon,1995,New England Patriots,Offensive Assistant
Romeo Crennel,1995,New England Patriots,Defensive Line
Bob Trott,1995,New England Patriots,Defensive Backs
Dante Scarnecchia,1995,New England Patriots,Defensive Assistant/Linebackers
Mike Sweatman,1995,New England Patriots,Special Teams
Johnny Parker,1995,New England Patriots,Strength And Conditioning
Jim Skipper,1995,New Orleans Saints,Running Backs
Steve Walters,1995,New Orleans Saints,Wide Receivers
Larry Kennan,1995,New Orleans Saints,Tight Ends
John Matsko,1995,New Orleans Saints,Offensive Line
Wayne Nunnely,1995,New Orleans Saints,Defensive Line
Jim Haslett,1995,New Orleans Saints,Linebackers
Jim L Mora,1995,New Orleans Saints,Defensive Backs
Steve Trimble,1995,New Orleans Saints,Defensive Assistant
Frank Warren,1995,New Orleans Saints,Defensive Assistant
Joe Marciano,1995,New Orleans Saints,Special Teams
Russell Paternostro,1995,New Orleans Saints,Strength And Conditioning
Dan Reeves,1995,New York Giants,Head Coach
Steve DeBerg,1995,New York Giants,Quarterbacks
George Sefcik,1995,New York Giants,Running Backs
Dick Rehbein,1995,New York Giants,Wide Receivers
James Daniel,1995,New York Giants,Tight Ends
Pete Mangurian,1995,New York Giants,Offensive Line
Earl Leggett,1995,New York Giants,Defensive Line
Don Blackmon,1995,New York Giants,Linebackers
Zaven Yaralian,1995,New York Giants,Defensive Backs
Joe DeCamillis,1995,New York Giants,Special Teams
Al Miller,1995,New York Giants,Strength And Conditioning
Rich Kotite,1995,New York Jets,Head Coach
Dick Wood,1995,New York Jets,Running Backs
Richard Mann,1995,New York Jets,Wide Receivers/Tight Ends
Bill Muir,1995,New York Jets,Offensive Line
Ray Hamilton,1995,New York Jets,Defensive Line
Peter Giunta,1995,New York Jets,Secondary
Tom Gamble,1995,New York Jets,Defensive Assistant/Quality Control
Ken Rose,1995,New York Jets,Special Teams
Jim Williams,1995,New York Jets,Strength And Conditioning
Ray Rhodes,1995,Philadelphia Eagles,Head Coach
Dick Jamieson,1995,Philadelphia Eagles,Running Backs
Gerald Carr,1995,Philadelphia Eagles,Wide Receivers
Ted Williams,1995,Philadelphia Eagles,Tight Ends
Bill Callahan,1995,Philadelphia Eagles,Offensive Line
Juan Castillo,1995,Philadelphia Eagles,Offensive Assistant
Mike Trgovac,1995,Philadelphia Eagles,Defensive Line
Joe Vitt,1995,Philadelphia Eagles,Linebackers
Chuck Knox Jr,1995,Philadelphia Eagles,Defensive Assistant
Danny Smith,1995,Philadelphia Eagles,Special Teams
Mike Wolf,1995,Philadelphia Eagles,Strength And Conditioning
Paul Ricci,1995,Philadelphia Eagles,Assistant Strength And Conditioning
Tom Kanavy,1995,Philadelphia Eagles,Assistant Strength And Conditioning
Martin Streight,1995,Philadelphia Eagles,Part-Time Strength And Conditioning
Chuck Noll,1995,Pittsburgh Steelers,Administration Advisor
Bill Cowher,1995,Pittsburgh Steelers,Head Coach
Chan Gailey,1995,Pittsburgh Steelers,Wide Receivers
Dick Hoak,1995,Pittsburgh Steelers,Running Backs
Pat Hodgson,1995,Pittsburgh Steelers,Tight Ends
Kent Stephenson,1995,Pittsburgh Steelers,Offensive Line
Marvin Lewis,1995,Pittsburgh Steelers,Linebackers
Tim Lewis,1995,Pittsburgh Steelers,Defensive Backs
John Mitchell,1995,Pittsburgh Steelers,Defensive Line
Bobby April,1995,Pittsburgh Steelers,Special Teams
John Norwig,1995,Pittsburgh Steelers,Head Trainer
Rick Burkholder,1995,Pittsburgh Steelers,Assistant Trainer
Bobby Ross,1995,San Diego Chargers,Head Coach
Dwain Painter,1995,San Diego Chargers,Quarterbacks
Sylvester Croom,1995,San Diego Chargers,Offensive Backs
Jerry Sullivan,1995,San Diego Chargers,Wide Receivers
Frank Falks,1995,San Diego Chargers,Tight Ends/H-Backs
Carl Mauck,1995,San Diego Chargers,Offensive Line
Stan Kwan,1995,San Diego Chargers,Offense And Special Teams Assistant
John Misciagna,1995,San Diego Chargers,Quality Control
Dennis Murphy,1995,San Diego Chargers,Defensive Line
Dale Lindsey,1995,San Diego Chargers,Linebackers
Greg Brown,1995,San Diego Chargers,Secondary
Kevin O'Dea,1995,San Diego Chargers,Defense Assistant
Chuck Priefer,1995,San Diego Chargers,Special Teams
John Dunn,1995,San Diego Chargers,Strength And Conditioning
John Hastings,1995,San Diego Chargers,Strength And Conditioning Assistant
Neal Dahlen,1995,San Francisco 49ers,Coaching Administrator
George Seifert,1995,San Francisco 49ers,Head Coach
Bill McPherson,1995,San Francisco 49ers,Assistant Head Coach
Carl Jackson,1995,San Francisco 49ers,Running Backs
Larry Kirksey,1995,San Francisco 49ers,Receivers
Mike Solari,1995,San Francisco 49ers,Tight Ends/Offensive Line Assistant
Bobb McKittrick,1995,San Francisco 49ers,Offensive Line
Dwaine Board,1995,San Francisco 49ers,Defensive Line
John Marshall,1995,San Francisco 49ers,Linebackers
Tom Holmoe,1995,San Francisco 49ers,Defensive Backs
Alan Lowry,1995,San Francisco 49ers,Special Teams
Dennis Erickson,1995,Seattle Seahawks,Head Coach
Gregg Smith,1995,Seattle Seahawks,Assistant Head Coach/Tight Ends
Rich Olson,1995,Seattle Seahawks,Quarterbacks
Clarence Shelmon,1995,Seattle Seahawks,Running Backs
Howard Mudd,1995,Seattle Seahawks,Offensive Line
Ned James,1995,Seattle Seahawks,Offensive Staff Assistant
Tommy Brasher,1995,Seattle Seahawks,Defensive Line
Mike Murphy,1995,Seattle Seahawks,Linebackers
Willy Robinson,1995,Seattle Seahawks,Defensive Backs
Dave Brown,1995,Seattle Seahawks,Defensive
Arnie Matsumoto,1995,Seattle Seahawks,Defensive Staff Assistant
Tom Catlin,1995,Seattle Seahawks,Quality Control
Dave Arnold,1995,Seattle Seahawks,Special Teams
Dana LeDuc,1995,Seattle Seahawks,Strength And Conditioning
Rich Brooks,1995,St. Louis Rams,Head Coach
Johnny Roland,1995,St. Louis Rams,Assistant Head Coach/Running Backs
Mike Martz,1995,St. Louis Rams,Wide Receivers
Steve Greatwood,1995,St. Louis Rams,Offensive Line/Tight Ends
Dan Radakovich,1995,St. Louis Rams,Offensive Line
John Ramsdell,1995,St. Louis Rams,Offensive Assistant/Quality Control
Deek Pollard,1995,St. Louis Rams,Defensive Line
Dick Selcer,1995,St. Louis Rams,Linebackers
Nick Aliotti,1995,St. Louis Rams,Secondary
Steve Brown,1995,St. Louis Rams,Defensive Assistant/Quality Control
Wayne Sevier,1995,St. Louis Rams,Special Teams
Chris Clausen,1995,St. Louis Rams,Strength And Conditioning
Turk Schonert,1995,Tampa Bay Buccaneers,Quarterbacks
Kippy Brown,1995,Tampa Bay Buccaneers,Running Backs
David Culley,1995,Tampa Bay Buccaneers,Wide Receivers
Mike Mularkey,1995,Tampa Bay Buccaneers,Tight Ends
Bob Wylie,1995,Tampa Bay Buccaneers,Offensive Line
Ken Clarke,1995,Tampa Bay Buccaneers,Defensive Line
Tom Pratt,1995,Tampa Bay Buccaneers,Defensive Line
Maxie Baughan,1995,Tampa Bay Buccaneers,Linebackers
Johnnie Lynn,1995,Tampa Bay Buccaneers,Defensive Backs
George Stewart,1995,Tampa Bay Buccaneers,Special Teams
Brad Roll,1995,Tampa Bay Buccaneers,Strength And Conditioning
Norv Turner,1995,Washington Redskins,Head Coach
Cam Cameron,1995,Washington Redskins,Quarterbacks
Bobby Jackson,1995,Washington Redskins,Running Backs
Terry Robiskie,1995,Washington Redskins,Wide Receivers
Russ Grimm,1995,Washington Redskins,Tight Ends
Jim Hanifan,1995,Washington Redskins,Offensive Line
Bob Karmelowicz,1995,Washington Redskins,Defensive Line
Mike Haluchak,1995,Washington Redskins,Linebackers
Tom Hayes,1995,Washington Redskins,Defensive Backs
Ray Horton,1995,Washington Redskins,Assistant Secondary
Pete Rodriguez,1995,Washington Redskins,Special Teams
Dan Riley,1995,Washington Redskins,Strength
Vince Tobin,1996,Arizona Cardinals,Head Coach
Jim Skipper,1996,Arizona Cardinals,Running Backs
Vic Rapp,1996,Arizona Cardinals,Wide Receivers
Geep Chryst,1996,Arizona Cardinals,Tight Ends/Quality Control
Carl Mauck,1996,Arizona Cardinals,Offensive Line
Joe Greene,1996,Arizona Cardinals,Defensive Line
Glenn Pires,1996,Arizona Cardinals,Linebackers
Larry Marmie,1996,Arizona Cardinals,Defensive Backs
Al Everest,1996,Arizona Cardinals,Special Teams
Bob Rogucki,1996,Arizona Cardinals,Strength And Conditioning
June Jones,1996,Atlanta Falcons,Head Coach
Milt Jackson,1996,Atlanta Falcons,Assistant Head Coach/Wide Receivers
Mouse Davis,1996,Atlanta Falcons,Quarterbacks
Ollie Wilson,1996,Atlanta Falcons,Running Backs
Bob Palcic,1996,Atlanta Falcons,Offensive Line
Rod Rust,1996,Atlanta Falcons,Assistant Head Coach/Defense
Bill Kollar,1996,Atlanta Falcons,Defensive Line
Joe Haering,1996,Atlanta Falcons,Linebackers
Keith Armstrong,1996,Atlanta Falcons,Secondary
Will Lewis,1996,Atlanta Falcons,Defensive Assistant
Frank Gansz,1996,Atlanta Falcons,Assistant Head Coach/Special Teams
Tim Jorgensen,1996,Atlanta Falcons,Strength And Conditioning
Ted Marchibroda,1996,Baltimore Ravens,Head Coach
Kirk Ferentz,1996,Baltimore Ravens,Assistant Head Coach/Offense
Don Strock,1996,Baltimore Ravens,Quarterbacks
Al Lavan,1996,Baltimore Ravens,Running Backs
Mike Sheppard,1996,Baltimore Ravens,Wide Receivers
Pat Hill,1996,Baltimore Ravens,Tight Ends
Eric Mangini,1996,Baltimore Ravens,Quality Control/Offense
Jacob Burney,1996,Baltimore Ravens,Defensive Line
Maxie Baughan,1996,Baltimore Ravens,Linebackers
Alvin Reynolds,1996,Baltimore Ravens,Defensive Backs
Jim Schwartz,1996,Baltimore Ravens,Quality Control/Defense
Scott O'Brien,1996,Baltimore Ravens,Special Teams
John Settle,1996,Baltimore Ravens,Quality Control/Special Teams
Jerry Simmons,1996,Baltimore Ravens,Strength And Conditioning
Elijah Pitts,1996,Buffalo Bills,Assistant Head Coach/Running Backs
Jim Shofner,1996,Buffalo Bills,Quarterbacks
Elijah Pitts,1996,Buffalo Bills,Assistant Head Coach/Running Backs
Charlie Joiner,1996,Buffalo Bills,Receivers
Don Lawrence,1996,Buffalo Bills,Offensive Quality Control/Tight Ends
Don Sekanovich,1996,Buffalo Bills,Defensive Line
Ted Cottrell,1996,Buffalo Bills,Linebackers
Chuck Lester,1996,Buffalo Bills,Assistant Linebackers Coach
Dick Roach,1996,Buffalo Bills,Defensive Backs
Bruce DeHaven,1996,Buffalo Bills,Special Teams
Dom Capers,1996,Carolina Panthers,Head Coach
Chick Harris,1996,Carolina Panthers,Running Backs
Richard Williamson,1996,Carolina Panthers,Wide Receivers
Don Breaux,1996,Carolina Panthers,Tight Ends
Jim McNally,1996,Carolina Panthers,Offensive Line
Blair Bush,1996,Carolina Panthers,Assistant Offensive Line
John Shoop,1996,Carolina Panthers,Offensive Quality Control
Ted Gill,1996,Carolina Panthers,Defensive Line
Kevin Steele,1996,Carolina Panthers,Linebackers
Billy Davis,1996,Carolina Panthers,Outside Linebackers
George Catavolos,1996,Carolina Panthers,Defensive Backs
Greg Roman,1996,Carolina Panthers,Defensive Quality Control/Strength And Conditioning Assistant
Brad Seely,1996,Carolina Panthers,Special Teams
Chip Morton,1996,Carolina Panthers,Strength And Conditioning
Greg Roman,1996,Carolina Panthers,Defensive Quality Control/Strength And Conditioning Assistant
Dave Wannstedt,1996,Chicago Bears,Head Coach
Tony Wise,1996,Chicago Bears,Assistant Head Coach/Offensive Line
Willie Peete,1996,Chicago Bears,Running Backs
Ivan Fears,1996,Chicago Bears,Wide Receivers
Ted Plumb,1996,Chicago Bears,Tight Ends
Tony Wise,1996,Chicago Bears,Assistant Head Coach/Offensive Line
Clarence Brooks,1996,Chicago Bears,Defensive Line
Carlos Mainord,1996,Chicago Bears,Defensive Backs
Greg Schiano,1996,Chicago Bears,Defensive Assistant
Danny Abramowicz,1996,Chicago Bears,Special Teams
Dave Shula,1996,Cincinnati Bengals,Head Coach
Ken Anderson,1996,Cincinnati Bengals,Quarterbacks
Jim Anderson,1996,Cincinnati Bengals,Running Backs
John Garrett,1996,Cincinnati Bengals,Wide Receivers
Gary Moeller,1996,Cincinnati Bengals,Tight Ends
Paul Alexander,1996,Cincinnati Bengals,Offensive Line
Tim Krumrie,1996,Cincinnati Bengals,Defensive Line
Joe Pascale,1996,Cincinnati Bengals,Linebackers
Ron Meeks,1996,Cincinnati Bengals,Defensive Backs
Bobby DePaul,1996,Cincinnati Bengals,Staff Assistant
Joe Wessel,1996,Cincinnati Bengals,Special Teams
Kim Wood,1996,Cincinnati Bengals,Strength And Conditioning
Mike Shanahan,1996,Denver Broncos,Head Coach
Alex Gibbs,1996,Denver Broncos,Assistant Head Coach/Offensive Line
Bobby Turner,1996,Denver Broncos,Running Backs
Mike Heimerdinger,1996,Denver Broncos,Wide Receivers
Brian Pariani,1996,Denver Broncos,Tight Ends
Barney Chavous,1996,Denver Broncos,Assistant Offensive Line/Strength Assistant
Rick Dennison,1996,Denver Broncos,Offensive Assistant
George Dyer,1996,Denver Broncos,Defensive Line
Frank Bush,1996,Denver Broncos,Linebackers
Ed Donatell,1996,Denver Broncos,Defensive Backs/Secondary
Rick Smith,1996,Denver Broncos,Defensive Assistant
Richard Smith,1996,Denver Broncos,Special Teams
Rich Tuten,1996,Denver Broncos,Strength And Conditioning
Greg Saporta,1996,Denver Broncos,Assistant Strength And Conditioning
Barney Chavous,1996,Denver Broncos,Assistant Offensive Line/Strength Assistant
Wayne Fontes,1996,Detroit Lions,Head Coach
Dave Levy,1996,Detroit Lions,Assistant Head Coach
John Teerlinck,1996,Detroit Lions,Assistant Head Coach/Defense
Greg Landry,1996,Detroit Lions,Quarterbacks
Mo Forte,1996,Detroit Lions,Running Backs
Charlie Sanders,1996,Detroit Lions,Receivers
Steve Kazor,1996,Detroit Lions,Tight Ends/Offensive Assistant
Paul Boudreau,1996,Detroit Lions,Offensive Line
Howard Tippett,1996,Detroit Lions,Linebackers
John Fontes,1996,Detroit Lions,Defensive Backs
Don Clemons,1996,Detroit Lions,Defensive Assistant/Linebackerss And Defensive Backss
Frank Novak,1996,Detroit Lions,Special Teams
Bert Hill,1996,Detroit Lions,Strength And Conditioning/Special Teams Assistant
Mike Holmgren,1996,Green Bay Packers,Head Coach
Marty Mornhinweg,1996,Green Bay Packers,Quarterbacks
Harry Sydney,1996,Green Bay Packers,Running Backs
Gil Haskell,1996,Green Bay Packers,Wide Receivers
Tom Lovat,1996,Green Bay Packers,Offensive Line
Andy Reid,1996,Green Bay Packers,Assistant Offensive Line/Tight Ends
Larry Brooks,1996,Green Bay Packers,Defensive Line
Jim Lind,1996,Green Bay Packers,Linebackers
Bob Valesente,1996,Green Bay Packers,Defensive Backs/Secondary
Johnny Holland,1996,Green Bay Packers,Defensive Assistant/Quality Control
Nolan Cromwell,1996,Green Bay Packers,Special Teams
Kent Johnston,1996,Green Bay Packers,Strength And Conditioning
Barry Rubin,1996,Green Bay Packers,Assistant Strength And Conditioning
Jeff Fisher,1996,Houston Oilers,Head Coach
Dick Coury,1996,Houston Oilers,Offensive Assistant/Passing Game
Sherman Smith,1996,Houston Oilers,Running Backs
Les Steckel,1996,Houston Oilers,Wide Receivers/Tight Ends
Rennie Simmons,1996,Houston Oilers,Offensive Line
Mike Munchak,1996,Houston Oilers,Offensive Assistant/Quality Control
Rex Norris,1996,Houston Oilers,Defensive Line
Gregg Williams,1996,Houston Oilers,Linebackers
Rod Perry,1996,Houston Oilers,Defensive Backs
Alan Lowry,1996,Houston Oilers,Defensive Assistant/Quality Control
Russ Purnell,1996,Houston Oilers,Special Teams
Steve Watterson,1996,Houston Oilers,Strength And Conditioning
Lindy Infante,1996,Indianapolis Colts,Head Coach
Gene Huey,1996,Indianapolis Colts,Running Backs
Jimmy Robinson,1996,Indianapolis Colts,Receivers
Tom Batta,1996,Indianapolis Colts,Tight Ends/Quality Control
Ron Blackledge,1996,Indianapolis Colts,Offensive Line
Charlie Davis,1996,Indianapolis Colts,Assistant To The Offensive Line
Buddy Geis,1996,Indianapolis Colts,Offensive Assistant/Assistant Quarterbacks
Greg Blache,1996,Indianapolis Colts,Defensive Line
Chuck Bresnahan,1996,Indianapolis Colts,Linebackers
Pat Thomas,1996,Indianapolis Colts,Secondary
Fred Bruney,1996,Indianapolis Colts,Defensive Assistant
Hank Kuhlmann,1996,Indianapolis Colts,Special Teams
Tom Zupancic,1996,Indianapolis Colts,Strength And Conditioning
Tom Coughlin,1996,Jacksonville Jaguars,Head Coach
Jerald Ingram,1996,Jacksonville Jaguars,Running Backs
Pete Carmichael,1996,Jacksonville Jaguars,Wide Receivers
Nick Nicolau,1996,Jacksonville Jaguars,Tight Ends
Mike Maser,1996,Jacksonville Jaguars,Offensive Line
John Pease,1996,Jacksonville Jaguars,Defensive Line
Steve Szabo,1996,Jacksonville Jaguars,Inside Linebackers
Lucious Selmon,1996,Jacksonville Jaguars,Outside Linebackers
Randy Edsall,1996,Jacksonville Jaguars,Secondary
Joe Baker,1996,Jacksonville Jaguars,Assistant Special Teams
Jerry Palmieri,1996,Jacksonville Jaguars,Strength And Conditioning
Jeff Hurd,1996,Jacksonville Jaguars,Assistant Strength And Conditioning
Marty Schottenheimer,1996,Kansas City Chiefs,Head Coach
Al Saunders,1996,Kansas City Chiefs,Assistant Head Coach/Wide Receivers
Mike McCarthy,1996,Kansas City Chiefs,Quarterbacks
Jimmy Raye,1996,Kansas City Chiefs,Running Backs
Jim Erkenbeck,1996,Kansas City Chiefs,Tight Ends/Offensive Assistant
Art Shell,1996,Kansas City Chiefs,Offensive Line
Carl Hairston,1996,Kansas City Chiefs,Defensive Line
John Bunting,1996,Kansas City Chiefs,Linebackers
Kurt Schottenheimer,1996,Kansas City Chiefs,Defensive Backs
Woodrow Lowe,1996,Kansas City Chiefs,Defensive Assistant/Special Teams
Darvin Wallis,1996,Kansas City Chiefs,Defensive Assistant/Quality Control
Mike Stock,1996,Kansas City Chiefs,Special Teams
Dave Redding,1996,Kansas City Chiefs,Strength And Conditioning
Russ Ball,1996,Kansas City Chiefs,Assistant Strength And Conditioning
Dennis Green,1996,Minnesota Vikings,Head Coach
Ray Sherman,1996,Minnesota Vikings,Quarterbacks
Carl Hargrave,1996,Minnesota Vikings,Running Backs
Chip Myers,1996,Minnesota Vikings,Receivers
Mike Tice,1996,Minnesota Vikings,Tight Ends
Keith Rowen,1996,Minnesota Vikings,Offensive Line
John Levra,1996,Minnesota Vikings,Defensive Line
Tom Olivadotti,1996,Minnesota Vikings,Inside Linebackers
Trent Walters,1996,Minnesota Vikings,Outside Linebackers
Richard Solomon,1996,Minnesota Vikings,Defensive Backs
Gary Zauner,1996,Minnesota Vikings,Special Teams
Steve Wetzel,1996,Minnesota Vikings,Strength And Conditioning
Jeff Friday,1996,Minnesota Vikings,Assistant Strength And Conditioning
Bill Parcells,1996,New England Patriots,Head Coach
Bill Belichick,1996,New England Patriots,Assistant Head Coach/Secondary
Chris Palmer,1996,New England Patriots,Quarterbacks
Maurice Carthon,1996,New England Patriots,Running Backs
Charlie Weis,1996,New England Patriots,Wide Receivers
Mike Pope,1996,New England Patriots,Tight Ends
Fred Hoaglin,1996,New England Patriots,Offensive Line
Romeo Crennel,1996,New England Patriots,Defensive Line
Dante Scarnecchia,1996,New England Patriots,Defensive Assistant/Linebackers
Mike Sweatman,1996,New England Patriots,Special Teams
Johnny Parker,1996,New England Patriots,Strength And Conditioning
